Rank,EntryId,EntryName,Points,Player,Roster Position,Drafted,FPTS,,,,,,,,
40,1063024537,papagates,77,Tommy Pham,OF,8.57,2,Jose Quintana,Mike Fiers,Willson Contreras,Edwin Encarnacion,Jason Kipnis,Kris Bryant,Francisco Lindor,"Kyle Schwarber,Billy Hamilton,Bradley Zimmer"
41,1063467461,Awesemo,76.05,Victor Caratini,C,8.57,5,Jose Quintana,Reynaldo Lopez,Willson Contreras,Jose Abreu,Yoan Moncada,Kris Bryant,Addison Russell,"Kyle Schwarber,Albert Almora,Nicky Delmonico"
42,1063459739,Duncaroo,75.35,Marcell Ozuna,OF,8.57,3,Tyler Mahle,Luke Weaver,Yan Gomes,Yonder Alonso,Jason Kipnis,Jose Ramirez,Francisco Lindor,"Giancarlo Stanton,Mookie Betts,Odubel Herrera"
43,1063508402,jtufl04,75.15,Mike Fiers,P,7.14,26.5,Mike Clevinger,Luke Weaver,Victor Caratini,C.J. Cron,Jose Ramirez,Kris Bryant,Carlos Correa,"Giancarlo Stanton,Domingo Santana,Albert Almora"
44,1063466850,andyv718,72.55,Bradley Zimmer,OF,7.14,9,Charlie Morton,Luke Weaver,Willson Contreras,Matt Carpenter,Jose Altuve,Alex Bregman,Paul DeJong,"Marcell Ozuna,Tommy Pham,Dexter Fowler"
45,1063392778,tastefultides,72.05,Manny Machado,SS,7.14,8,Jose Quintana,Jordan Montgomery,Willson Contreras,Edwin Encarnacion,Jason Kipnis,Kris Bryant,Addison Russell,"Rhys Hoskins,Odubel Herrera,Nick Williams"
46,1063486266,mazwa,70.75,Yonder Alonso,1B,7.14,5,Charlie Morton,Eduardo Rodriguez,Willson Contreras,Justin Bour,Derek Dietrich,Alex Bregman,Francisco Lindor,"Tommy Pham,Michael Brantley,Dexter Fowler"
47,1063302318,fortheoffice,70.35,Maikel Franco,3B,7.14,3,Jose Quintana,Luke Weaver,Welington Castillo,Edwin Encarnacion,Jason Kipnis,Jose Ramirez,Francisco Lindor,"Rhys Hoskins,Michael Brantley,Dexter Fowler"
48,1063489006,jamesreidjr,67.6,J.D. Martinez,OF,7.14,0,Eduardo Rodriguez,Reynaldo Lopez,Tucker Barnhart,Neil Walker,Scooter Gennett,Kris Bryant,Xander Bogaerts,"Giancarlo Stanton,Aaron Judge,Brett Gardner"
49,1063384827,tastefultides,67.55,Yoan Moncada,2B,7.14,0,Charlie Morton,Luke Weaver,Victor Caratini,Edwin Encarnacion,Jason Kipnis,Kris Bryant,Addison Russell,"Kyle Schwarber,Michael Brantley,Jason Heyward"
49,1063500324,wilson1,67.55,Max Stassi,C,7.14,18,Charlie Morton,Luke Weaver,Evan Gattis,Neil Walker,Jose Altuve,Alex Bregman,Carlos Correa,"Brett Gardner,Dexter Fowler,Jesse Winker"
51,1063039264,IamPGM,67.05,Odubel Herrera,OF,7.14,12,Jake Arrieta,Eduardo Rodriguez,Willson Contreras,Neil Walker,Jason Kipnis,Jace Peterson,Carlos Correa,"Giancarlo Stanton,Brett Gardner,Michael Brantley"
52,1063396842,bric75,65.5,Matt Carpenter,1B,7.14,2,Jake Arrieta,Jose Quintana,Andrew Knapp,Jose Abreu,Yoan Moncada,Kris Bryant,J.P. Crawford,"Rhys Hoskins,Avisail Garcia,Nick Williams"
53,1063024536,papagates,64.5,Lorenzo Cain,OF,5.71,6,Jake Arrieta,Jose Quintana,Willson Contreras,Joey Votto,Scooter Gennett,Kris Bryant,Jose Peraza,"Kyle Schwarber,Billy Hamilton,Bradley Zimmer"
54,1063492269,Tommyg1979,64.1,Austin Romine,C,5.71,17,Mike Fiers,Trevor Richards,Yan Gomes,Marwin Gonzalez,Jose Altuve,Alex Bregman,Carlos Correa,"Giancarlo Stanton,Aaron Judge,George Springer"
55,1063472323,floorsabove,63.75,Mookie Betts,OF,5.71,16,Charlie Morton,Eduardo Rodriguez,Victor Caratini,Jose Martinez,Ben Zobrist,Kris Bryant,Xander Bogaerts,"J.D. Martinez,Adam Duvall,Jesse Winker"
56,1063296765,fortheoffice,62.4,Hanley Ramirez,1B,5.71,14,Jordan Montgomery,Luke Weaver,Willson Contreras,Jose Abreu,Jose Ramirez,Kris Bryant,Francisco Lindor,"Giancarlo Stanton,Avisail Garcia,Albert Almora"
57,1063156486,scout326,61.35,Jesus Aguilar,1B,5.71,2,Jose Quintana,Luke Weaver,Welington Castillo,Jose Abreu,Jose Altuve,Alex Bregman,Carlos Correa,"George Springer,Avisail Garcia,Leury Garcia"
58,1063396841,bric75,59.4,Marwin Gonzalez,1B,5.71,5,Jordan Montgomery,Luke Weaver,Evan Gattis,Neil Walker,Jose Altuve,Alex Bregman,Francisco Lindor,"Giancarlo Stanton,Aaron Judge,Odubel Herrera"
59,1063426092,Shooter-McGavin,58.4,Yan Gomes,C,5.71,16,Jordan Montgomery,Luke Weaver,Victor Caratini,Justin Bour,Jose Altuve,Kris Bryant,Carlos Correa,"Giancarlo Stanton,Aaron Judge,Brett Gardner"
60,1063344754,wakeywakey,58.1,Nick Williams,OF,5.71,5,Reynaldo Lopez,Jordan Montgomery,Willson Contreras,Ryan Braun,Ben Zobrist,Kris Bryant,Addison Russell,"Giancarlo Stanton,Kyle Schwarber,Domingo Santana"
61,1063208897,tuggerntuz,56.05,Tucker Barnhart,C,5.71,0,Tyler Mahle,Jordan Montgomery,Yadier Molina,Hanley Ramirez,Ben Zobrist,Kris Bryant,Xander Bogaerts,"Mookie Betts,J.D. Martinez,Jose Martinez"
62,1063233765,da1andonlybc,54.4,Jace Peterson,3B,4.29,6,Jordan Montgomery,Luke Weaver,Willson Contreras,Joey Votto,Jason Kipnis,Kris Bryant,Francisco Lindor,"Giancarlo Stanton,Brett Gardner,Michael Brantley"
63,1063514666,JL157,51.25,Trey Mancini,1B,4.29,5,Charlie Morton,Jordan Montgomery,Welington Castillo,Yonder Alonso,Jason Kipnis,Jose Ramirez,Francisco Lindor,"Avisail Garcia,Michael Brantley,Nicky Delmonico"
64,1063514591,JL157,45.9,Cesar Hernandez,2B,4.29,9,Eduardo Rodriguez,Luke Weaver,Evan Gattis,Jesus Aguilar,Jose Altuve,Alex Bregman,Carlos Correa,"Lorenzo Cain,Ryan Braun,Domingo Santana"
65,1063467903,ebeimfohr,45.1,J.P. Crawford,SS,4.29,0,Reynaldo Lopez,Jordan Montgomery,Welington Castillo,Jose Abreu,Yoan Moncada,Matt Davidson,Carlos Correa,"Rhys Hoskins,Ryan Braun,Avisail Garcia"
66,1063002509,ChipotleAddict,42.55,Tyler Mahle,P,4.29,-1.5,Jake Arrieta,Jordan Montgomery,Willson Contreras,Ryan Braun,Jonathan Villar,Kris Bryant,Addison Russell,"Kyle Schwarber,Lorenzo Cain,Domingo Santana"
67,1063344753,wakeywakey,40.6,Yadier Molina,C,4.29,5,Eduardo Rodriguez,Reynaldo Lopez,Manny Pina,Jesus Aguilar,Jose Altuve,Alex Bregman,Carlos Correa,"George Springer,Ryan Braun,Domingo Santana"
68,1063240449,Youngguns77,36.05,Matt Davidson,3B,4.29,2,Tyler Mahle,Jordan Montgomery,Welington Castillo,Hanley Ramirez,Yoan Moncada,Matt Davidson,Carlos Correa,"Mookie Betts,George Springer,Hernan Perez"
69,1063108192,youdacao,33.4,Miguel Andujar,3B,4.29,14,Jordan Montgomery,Luke Weaver,Evan Gattis,Jose Abreu,Jose Altuve,Alex Bregman,Carlos Correa,"George Springer,Ryan Braun,Domingo Santana"
70,1063486265,mazwa,24.85,Nicky Delmonico,OF,4.29,2,Mike Clevinger,Jordan Montgomery,Evan Gattis,Matt Carpenter,Jose Altuve,Alex Bregman,Carlos Correa,"Marcell Ozuna,Tommy Pham,Dexter Fowler"
,,,,Andrew Knapp,C,4.29,3,,,,,,,,
,,,,Joey Votto,1B,2.86,0,,,,,,,,
,,,,Scooter Gennett,2B,2.86,2,,,,,,,,
,,,,Billy Hamilton,OF,2.86,0,,,,,,,,
,,,,Jose Martinez,OF,2.86,0,,,,,,,,
,,,,Hernan Perez,OF,2.86,0,,,,,,,,
,,,,Manny Pina,C,2.86,0,,,,,,,,
,,,,Josh Bell,1B,2.86,5,,,,,,,,
,,,,Francisco Cervelli,C,2.86,2,,,,,,,,
,,,,Justin Bour,1B,2.86,7,,,,,,,,
,,,,Mike Moustakas,3B,2.86,6,,,,,,,,
,,,,Mike Wright Jr.,P,2.86,-4.1,,,,,,,,
,,,,Starling Marte,OF,2.86,7,,,,,,,,
,,,,Corey Dickerson,OF,2.86,14,,,,,,,,
,,,,Niko Goodrum,2B,2.86,9,,,,,,,,
,,,,Jesse Winker,OF,2.86,0,,,,,,,,
,,,,Paul Goldschmidt,1B,1.43,0,,,,,,,,
,,,,Jonathan Villar,2B,1.43,5,,,,,,,,
,,,,Jose Peraza,SS,1.43,0,,,,,,,,
,,,,Lucas Duda,1B,1.43,3,,,,,,,,
,,,,Leury Garcia,OF,1.43,0,,,,,,,,
,,,,Jason Heyward,OF,1.43,7,,,,,,,,
,,,,Carlos Santana,1B,1.43,2,,,,,,,,
,,,,Nick Ahmed,SS,1.43,7,,,,,,,,
,,,,Andrew Benintendi,OF,1.43,7,,,,,,,,
,,,,Mitch Moreland,1B,1.43,9,,,,,,,,
,,,,Daniel Descalso,3B,1.43,0,,,,,,,,
,,,,Josh Harrison,2B,1.43,10,,,,,,,,
,,,,Adam Jones,OF,1.43,11,,,,,,,,
,,,,Braxton Lee,OF,1.43,7,,,,,,,,
,,,,Paul DeJong,SS,1.43,0,,,,,,,,
,,,,Adam Duvall,OF,1.43,0,,,,,,,,
,,,,Derek Dietrich,2B,1.43,3,,,,,,,,
,,,,Trevor Richards,P,1.43,1.6,,,,,,,,
,,,,Jonathan Schoop,2B,1.43,5,,,,,,,,
,,,,Danny Valencia,3B,1.43,20,,,,,,,,
,,,,C.J. Cron,1B,1.43,16,,,,,,,,
